157.55.39.29 - - [03/Feb/2015:19:00:00 -0500] "GET /olyblog/olytrivia-who-guy HTTP/1.1" 404 223 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" 297 468
66.249.67.119 - - [04/Feb/2015:11:04:54 -0500] "GET /redmine/projects/lmmpwiki/activity?from=1979-08-04 HTTP/1.1" 200 4829 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 341 5391
127.0.0.1 - - [04/Feb/2015:11:05:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:05:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
137.78.207.218 - - [04/Feb/2015:11:05:32 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
127.0.0.1 - - [04/Feb/2015:11:05:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:05:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:06:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:06:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:06:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:06:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:07:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:07:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.4 - - [04/Feb/2015:11:07:36 -0500] "GET /robots.txt HTTP/1.1" 404 208 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 639 4556
66.249.67.153 - - [04/Feb/2015:11:07:36 -0500] "GET /redmine/issues/gantt?month=11&months=6&year=1630&zoom=3 HTTP/1.1" 200 51103 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 727 56069
127.0.0.1 - - [04/Feb/2015:11:07:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:07:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
68.180.228.122 - - [04/Feb/2015:11:07:57 -0500] "GET /redmine/activity.atom?user_id=1 HTTP/1.1" 200 517 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)" 659 5059
127.0.0.1 - - [04/Feb/2015:11:08:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:08:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:08:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.153 - - [04/Feb/2015:11:08:42 -0500] "GET /redmine/javascripts/jstoolbar/lang/jstoolbar-en.js?1296684277 HTTP/1.1" 200 722 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 673 5064
127.0.0.1 - - [04/Feb/2015:11:08:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:09:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:09:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:09:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:09:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:10:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:10:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.9 - - [04/Feb/2015:11:10:21 -0500] "GET /redmine/issues/gantt?month=12&months=6&year=1630&zoom=3 HTTP/1.1" 200 51201 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 727 56167
137.78.207.218 - - [04/Feb/2015:11:10:31 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
127.0.0.1 - - [04/Feb/2015:11:10:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:10:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:11:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:11:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
85.114.141.217 - - [04/Feb/2015:11:11:14 -0500] "GET <title>phpMyAdmin HTTP/1.1" 400 226 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)" 204 436
85.114.141.217 - - [04/Feb/2015:11:11:14 -0500] "GET /cgi-bin/test-cgi HTTP/1.1" 404 214 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows 98)" 204 422
127.0.0.1 - - [04/Feb/2015:11:11:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:11:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:12:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:12:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:12:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:12:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:13:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:13:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:13:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:13:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.9 - - [04/Feb/2015:11:14:08 -0500] "GET /redmine/issues/gantt?month=5&months=6&year=1630&zoom=4 HTTP/1.1" 200 51362 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 56328
127.0.0.1 - - [04/Feb/2015:11:14:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:14:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:14:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:14:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:15:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:15:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
137.78.207.218 - - [04/Feb/2015:11:15:32 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
66.249.67.153 - - [04/Feb/2015:11:15:32 -0500] "GET /redmine/javascripts/controls.js?1296684277 HTTP/1.1" 200 34716 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 654 39177
66.249.67.9 - - [04/Feb/2015:11:15:32 -0500] "GET /redmine/javascripts/application.js?1296684277 HTTP/1.1" 200 7727 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 657 12071
66.249.67.4 - - [04/Feb/2015:11:15:33 -0500] "GET /redmine/javascripts/dragdrop.js?1296684277 HTTP/1.1" 200 31103 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 654 35535
66.249.67.153 - - [04/Feb/2015:11:15:33 -0500] "GET /redmine/javascripts/prototype.js?1296684278 HTTP/1.1" 200 129738 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 655 134549
66.249.67.4 - - [04/Feb/2015:11:15:34 -0500] "GET /redmine/javascripts/effects.js?1296684277 HTTP/1.1" 200 38675 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 653 43136
127.0.0.1 - - [04/Feb/2015:11:15:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:15:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
54.146.168.168 - - [04/Feb/2015:11:15:51 -0500] "GET / HTTP/1.1" 302 234 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; InfoPath.2)" 163 500
127.0.0.1 - - [04/Feb/2015:11:16:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:16:13 -0500] "POST /opensso/sessionservice HTTP/1.1" 200 2022 "-" "Java/1.5.0_21" 711 2200
127.0.0.1 - - [04/Feb/2015:11:16:13 -0500] "GET /opensso/identity//xml/read?name=TomcatApps3&attributes_names=realm&attributes_values_realm=%2Fappspub&attributes_names=objecttype&attributes_values_objecttype=Agent&admin=AQIC5wM2LY4Sfcwfuin4GF3PcpsYz2%2Bb0KEYXSwMUvZPjqA%3D%40AAJTSQACMDE%3D%23 HTTP/1.1" 200 13732 "-" "Java/1.5.0_21" 442 13916
127.0.0.1 - - [04/Feb/2015:11:16:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 182
127.0.0.1 - - [04/Feb/2015:11:16:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:16:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.153 - - [04/Feb/2015:11:17:00 -0500] "GET /redmine/issues/gantt?month=8&months=6&year=1630&zoom=4 HTTP/1.1" 200 51369 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 56336
127.0.0.1 - - [04/Feb/2015:11:17:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:17:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:17:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:17:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:18:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:18:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:18:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:18:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:19:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:19:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:19:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:19:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:20:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:20:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.4 - - [04/Feb/2015:11:20:15 -0500] "GET /redmine/issues/gantt?month=2&months=6&year=1631&zoom=4 HTTP/1.1" 200 51024 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 55990
137.78.207.218 - - [04/Feb/2015:11:20:32 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
127.0.0.1 - - [04/Feb/2015:11:20:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:20:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:21:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:21:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:21:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:21:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:22:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:22:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:22:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:22:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:23:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:23:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:23:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:23:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.9 - - [04/Feb/2015:11:23:51 -0500] "GET /redmine/issues/gantt?month=12&months=6&year=1630&zoom=4 HTTP/1.1" 200 51140 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 727 56106
127.0.0.1 - - [04/Feb/2015:11:24:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:24:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:24:42 -0500] "POST /opensso/sessionservice HTTP/1.1" 200 2023 "-" "Java/1.5.0_21" 712 2201
127.0.0.1 - - [04/Feb/2015:11:24:42 -0500] "GET /opensso/identity//xml/read?name=TomcatApps1&attributes_names=realm&attributes_values_realm=%2Fappspub&attributes_names=objecttype&attributes_values_objecttype=Agent&admin=AQIC5wM2LY4SfcyRautyD4RKpwbzv6XrE24fIq8LDPQGnm0%3D%40AAJTSQACMDE%3D%23 HTTP/1.1" 200 13607 "-" "Java/1.5.0_21" 440 13791
127.0.0.1 - - [04/Feb/2015:11:24:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 182
127.0.0.1 - - [04/Feb/2015:11:24:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:25:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:25:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
137.78.207.218 - - [04/Feb/2015:11:25:32 -0500] "HEAD /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 - "-" "curl/7.38.0" 110 274
127.0.0.1 - - [04/Feb/2015:11:25:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:25:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
213.239.211.141 - - [04/Feb/2015:11:26:01 -0500] "GET /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.0" 200 8973 "-" "" 85 9266
213.239.211.141 - - [04/Feb/2015:11:26:03 -0500] "GET /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 206 8973 "-" "Mozilla/5.0 (X11; U; Linux amd64; en-US; rv:5.0) Gecko/20110619 Firefox/5.0" 196 9294
127.0.0.1 - - [04/Feb/2015:11:26:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:26:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.9 - - [04/Feb/2015:11:26:21 -0500] "GET /redmine/news HTTP/1.1" 200 13069 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 734 17682
66.249.67.4 - - [04/Feb/2015:11:26:22 -0500] "GET /redmine/issues/gantt?month=3&months=6&year=1631&zoom=4 HTTP/1.1" 200 51389 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 726 56355
127.0.0.1 - - [04/Feb/2015:11:26:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
67.246.51.207 - - [04/Feb/2015:11:26:42 -0500] "GET /lmmpmobile/config-1.0.json HTTP/1.1" 200 1338 "-" "Moon%20Tours/1.0.0 CFNetwork/711.1.16 Darwin/14.0.0" 218 1666
67.246.51.207 - - [04/Feb/2015:11:26:42 -0500] "GET /opensso/identity/isTokenValid HTTP/1.1" 200 14 "-" "Moon%20Tours/1.0.0 CFNetwork/711.1.16 Darwin/14.0.0" 230 172
67.246.51.207 - - [04/Feb/2015:11:26:42 -0500] "GET /opensso/UI/Login?module=Anonymous&org=appspub&goto=http%3A%2F%2Fpub.lmmp.nasa.gov%2Flmmpmobile%2Frefresh HTTP/1.1" 302 - "-" "Moon%20Tours/1.0.0 CFNetwork/711.1.16 Darwin/14.0.0" 305 930
67.246.51.207 - - [04/Feb/2015:11:26:42 -0500] "GET /lmmpmobile/refresh?iPlanetDirectoryPro=AQIC5wM2LY4SfcwQtbeCNDPqTGbBLXtLcBEDaXhEaRaST5A%3D%40AAJTSQACMDE%3D%23 HTTP/1.1" 200 - "-" "Moon%20Tours/1.0.0 CFNetwork/711.1.16 Darwin/14.0.0" 419 316
127.0.0.1 - - [04/Feb/2015:11:26:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
67.246.51.207 - - [04/Feb/2015:11:26:55 -0500] "GET /opensso/identity/isTokenValid HTTP/1.1" 200 13 "-" "Moon%20Tours/1.0.0 CFNetwork/711.1.16 Darwin/14.0.0" 339 171
67.246.51.207 - - [04/Feb/2015:11:26:44 -0500] "GET /arcgis/rest/services/CombinedNomenclature/MapServer?f=json HTTP/1.1" 200 809 "arcgisios" "ArcGISiOS-2.3.2/8.1.3/iPhone5,3" 368 1104
67.246.51.207 - - [04/Feb/2015:11:26:44 -0500] "GET /arcgis/rest/services/ERGraticule/MapServer?f=json HTTP/1.1" 200 701 "arcgisios" "ArcGISiOS-2.3.2/8.1.3/iPhone5,3" 359 996
127.0.0.1 - - [04/Feb/2015:11:27:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
100.43.90.13 - - [04/Feb/2015:11:27:12 -0500] "GET /robots.txt HTTP/1.1" 404 208 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" 190 453
127.0.0.1 - - [04/Feb/2015:11:27:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
100.43.90.13 - - [04/Feb/2015:11:27:14 -0500] "GET /redmine/activity?from=2014-12-17&show_files=1 HTTP/1.1" 200 5613 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)" 330 6174
127.0.0.1 - - [04/Feb/2015:11:27:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:27:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:28:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:28:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
119.63.196.46 - - [04/Feb/2015:11:28:31 -0500] "GET / HTTP/1.1" 302 237 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)" 183 506
127.0.0.1 - - [04/Feb/2015:11:28:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:28:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:29:12 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:29:13 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:29:42 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
127.0.0.1 - - [04/Feb/2015:11:29:43 -0500] "GET /opensso/namingservice HTTP/1.1" 200 7 "-" "Java/1.5.0_21" 220 183
66.249.67.119 - - [04/Feb/2015:11:29:49 -0500] "GET /robots.txt HTTP/1.1" 404 208 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 258 453
66.249.67.111 - - [04/Feb/2015:11:29:49 -0500] "GET /redmine/projects/lmmpwiki/activity?from=1913-02-01&show_news=1 HTTP/1.1" 200 4917 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 353 5479
66.249.67.103 - - [04/Feb/2015:11:29:50 -0500] "GET /redmine/attachments/388/ILIADS_Quick_Start_Guide.pdf HTTP/1.1" 200 1397816 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" 393 1398328
50.76.28.105 - - [04/Feb/2015:11:30:01 -0500] "GET /LMMPUI/LMMP_CLIENT/LMMP.html HTTP/1.1" 200 8973 "http://nspires.nasaprs.com/external/viewrepositorydocument/cmdocumentid=446561/solicitationId=%7BAC77E7D1-79AD-07F7-28C0-43E5105C5436%7D/viewSolicitationDocument=1/SE%20CAN%20final.pdf" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:35.0) Gecko/20100101 Firefox/35.0" 1814 9303
50.76.28.105 - - [04/Feb/2015:11:30:01 -0500] "GET /LMMPUI/LMMP_CLIENT/history/history.css HTTP/1.1" 200 365 "http://pub.lmmp.nasa.gov/LMMPUI/LMMP_CLIENT/LMMP.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:35.0) Gecko/20100101 Firefox/35.0" 1648 691
50.76.28.105 - - [04/Feb/2015:11:30:01 -0500] "GET /LMMPUI/LMMP_CLIENT/swfobject.js HTTP/1.1" 200 25574 "http://pub.lmmp.nasa.gov/LMMPUI/LMMP_CLIENT/LMMP.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:35.0) Gecko/20100101 Firefox/35.0" 1626 25912
50.76.28.105 - - [04/Feb/2015:11:30:01 -0500] "GET /LMMPUI/LMMP_CLIENT/history/history.js HTTP/1.1" 200 24650 "http://pub.lmmp.nasa.gov/LMMPUI/LMMP_CLIENT/LMMP.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:35.0) Gecko/20100101 Firefox/35.0" 1632 24987
50.76.28.105 - - [04/Feb/2015:11:30:01 -0500] "GET /LMMPUI/LMMP_CLIENT/LMMP_WB.swf HTTP/1.1" 200 972505 "http://pub.lmmp.nasa.gov/LMMPUI/LMMP_CLIENT/LMMP.html" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:35.0) Gecko/20100101 Firefox/35.0" 1685 972858
